domain,"in_TI_URLhaus"
"115.56.156.133:60815",true
"27.204.194.53:51524",true
"42.5.225.6:46678",true
"115.59.56.220:40008",true
"123.14.65.75:60411",true
"123.9.98.221:46834",true
"115.56.115.135:48686",true
"117.209.9.125:38710",true
"61.52.182.247:60937",true
"123.188.15.31:45455",true
"115.58.133.36:37901",true
"117.203.159.62:56562",true
"49.86.67.5:62362",true
"42.231.43.173:56657",true
"60.18.61.233:40189",true
"222.136.43.112:55496",true
"93.118.124.16:37928",true
"222.137.76.246:58773",true
"120.61.83.195:42300",true
"42.224.122.238:50411",true
"115.48.134.202:34167",true
"115.58.91.36:39070",true
"182.116.14.243:57504",true
"27.206.139.79:47611",true
"59.97.248.125:37566",true
"116.138.94.144:50164",true
"219.154.32.240:41755",true
"196.191.231.12:47420",true
"61.52.74.110:37687",true
"153.0.48.74:42513",true
"42.233.107.223:59329",true
"117.204.164.103:50504",true
"115.59.28.91:39222",true
"219.154.173.151:57832",true
"110.183.20.103:40741",true
"222.141.132.63:55196",true
"222.133.99.76:49014",true
"78.171.123.45:53248",true
"60.23.238.0:46314",true
"60.18.84.242:33595",true
"182.124.237.87:54996",true
"175.151.241.148:39204",true
"42.239.167.144:35633",true
"42.234.74.239:49692",true
"185.93.89.139:9000",true
"175.150.73.42:44971",true
"wlldberries.pro",true
"burden-psp-holding-evaluation.trycloudflare.com",true
"77.90.153.74",true
"gumsavvy.com",true
"115.63.164.33:35690",true
"221.15.9.169:35083",true
"115.57.27.110:34786",true
"125.44.41.236:40468",true
"117.231.130.93:33788",true
"125.42.124.46:53337",true
"198.23.133.163",true
"www.schetcik.online",true
"64thserv.neocities.org",true
"27.215.214.36:38022",true
"117.219.159.17:44192",true
"175.174.100.93:34395",true
"113.238.237.128:51014",true
"221.14.40.210:56139",true
"113.228.106.71:44654",true
"123.14.194.210:49985",true
"88.250.184.107:38354",true
"45.125.66.95",true
"58.47.105.49:14785",true
"61.53.73.130:56766",true
"115.50.57.107:35774",true
"42.232.239.166:36161",true
"59.94.122.131:42474",true
"119.109.190.92:60571",true
"220.201.46.31:48698",true
"219.157.255.178:37548",true
"221.0.24.181:56320",true
"222.141.178.68:54297",true
"175.151.65.190:57870",true
"123.14.91.104:56468",true
"59.58.190.62:60830",true
"117.209.94.172:38114",true
"42.58.19.22:50657",true
"42.238.132.159:51092",true
"117.209.92.228:40864",true
"123.14.145.95:53686",true
"182.121.252.0:43044",true
"61.52.158.43:36205",true
"42.224.127.147:41004",true
"42.226.65.173:36586",true
"223.151.72.115:39927",true
"pring.cloud.swtest.ru",true
"156.238.225.44",true
"221.14.36.219:58829",true
"221.15.17.61:48875",true
"221.13.148.87:54602",true
"59.97.216.17:39279",true
"123.13.106.47:41677",true
"42.233.104.18:59346",true
"123.232.202.41:54595",true
"176.65.148.203",true
"mybrainscanner.com",true
"175.107.19.240:43848",true
"182.112.152.49:45094",true
"39.78.81.36:52151",true
"42.237.24.87:46101",true
"182.121.8.111:40332",true
"60.23.195.194:56807",true
"42.7.240.54:36081",true
"115.50.53.155:35568",true
"160.250.129.6:8080",true
"47.109.140.12:4432",true
"118.178.89.112",true
"47.245.61.75:6666",true
"59.110.81.93:9999",true
"117.72.223.157",true
"42.51.34.56:8009",true
"114.116.18.42:2087",true
"47.96.224.76:9999",true
"137.220.232.142:25364",true
"106.14.118.159:7777",true
"43.163.221.96:8080",true
"124.221.116.169",true
"172.235.29.53",true
"1.94.137.198:9989",true
"117.50.175.19",true
"104.223.123.227:1234",true
"101.42.187.157",true
"154.216.157.235",true
"77.179.98.10:8080",true
"222.241.57.172:30109",true
"36.76.234.100:16992",true
"59.178.27.97:60903",true
"222.114.95.114:60330",true
"183.97.32.167:1320",true
"211.197.134.180:37772",true
"175.200.208.28:31489",true
"178.131.175.199:61598",true
"218.157.219.170:43369",true
"78.142.232.59:9142",true
"81.4.141.66:54785",true
"37.150.149.77:26736",true
"5.239.197.251:1962",true
"195.88.62.106:53322",true
"95.139.108.143:56142",true
"49.71.69.141:23400",true
"92.247.4.226:37768",true
"203.83.186.62:4403",true
"66.79.99.54:24722",true
"5.236.93.159:49573",true
"116.49.98.67:40182",true
"46.147.26.175:41250",true
"177.222.103.60:26614",true
"201.249.17.25:9333",true
"84.54.146.109:19937",true
"59.183.119.218:18914",true
"103.159.198.170:14233",true
"109.92.195.156:34562",true
"89.254.249.101:2087",true
"14.52.211.147:30233",true
"85.113.55.214:55679",true
"119.201.66.24:20995",true
"24.37.71.230:54401",true
"119.192.203.57:45768",true
"120.61.248.128:2000",true
"27.74.54.74:8081",true
"45.166.148.26:41587",true
"14.240.223.223",true
"41.146.14.204:8083",true
"143.255.240.195:15859",true
"152.173.155.56:8080",true
"1.1.104.12:60080",true
"27.74.54.74:8080",true
"41.146.14.204:8082",true
"41.146.14.204:8084",true
"41.146.14.204:8081",true
"1.1.104.120:60080",true
"152.172.142.144:8080",true
"59.182.88.240:2003",true
"59.92.174.140:2000",true
"88.24.50.85:10062",true
"88.24.50.85:10072",true
"90.189.110.200:44003",true
"81.151.50.30:65003",true
"81.151.50.30:65004",true
"222.117.7.182:12472",true
"221.147.184.207:6491",true
"81.151.50.30:65002",true
"92.40.118.176:8001",true
"36.49.35.6:1905",true
"185.63.102.70:8081",true
"94.44.73.122:8080",true
"83.224.130.56",true
"117.193.106.229:46292",true
"110.183.48.55:43333",true
"119.102.60.130:53155",true
"59.98.202.140:39091",true
"42.235.22.16:35151",true
"116.2.48.72:49540",true
"42.227.159.48:43593",true
"123.129.135.27:43751",true
"144.48.121.4:54247",true
"42.53.118.225:54624",true
"42.239.153.41:46099",true
"221.15.160.26:53127",true
"42.85.190.92:33592",true
"115.62.183.65:45348",true
"42.235.151.41:41099",true
"123.9.113.18:41755",true
"42.230.42.224:54152",true
"59.94.126.170:56635",true
"117.205.164.26:50243",true
"115.50.225.235:47621",true
"219.156.33.193:49340",true
"1.70.11.163:35617",true
"188.17.93.0:42806",true
"182.119.60.73:46271",true
"61.53.255.1:34788",true
"61.53.127.206:35810",true
"42.179.154.206:54720",true
"117.196.171.153:44218",true
"59.182.157.170:38000",true
"59.98.116.98:49566",true
"112.246.10.85:43928",true
"222.137.113.82:58311",true
"27.219.136.224:41996",true
"175.148.6.66:49987",true
"123.5.190.171:39253",true
"42.227.185.63:38030",true
"120.61.66.35:33493",true
"182.52.128.230:43456",true
"60.18.50.224:42534",true
"125.43.0.181:35679",true
"61.53.127.223:40111",true
"116.138.44.42:46858",true
"14.224.23.114:52099",true
"42.226.78.90:39206",true
"42.58.228.172:40311",true
"59.93.181.76:56019",true
"117.209.16.52:40766",true
"42.231.111.153:55972",true
"45.74.116.201:59261",true
"220.201.110.179:54589",true
"117.205.93.159:40612",true
"116.10.132.71:45126",true
"42.225.204.239:60491",true
"175.151.158.221:44533",true
"47.109.151.70",true
"42.4.163.25:56795",true
"123.4.45.10:34909",true
"42.56.203.209:34115",true
"222.137.160.28:60056",true
"182.119.59.22:48409",true
"115.59.31.237:39213",true
"182.127.112.222:56594",true
"182.115.131.76:45797",true
"42.7.217.34:48627",true
"182.126.95.165:48600",true
"117.146.92.46:39379",true
"111.127.224.161:46807",true
"115.55.221.111:41788",true
"60.19.216.250:41958",true
"222.141.182.138:50904",true
"117.209.86.204:40114",true
"61.52.178.129:48218",true
"42.233.105.61:36896",true
"90001.lovestoblog.com",true
"jpteach202.great-site.net",true
"125.44.61.233:43091",true
"www.ultrasource.co.za",true
"petrofac-files.com",true
"astaoffices.com",true
"saipem-projects.bid",true
"www.mdtech.com.bo",true
"www.consorzio-tfc.it",true
"221.202.217.34:40923",true
"141.98.6.34",true
"222.246.89.142:50977",true
"125.47.236.44:56712",true
"42.227.136.98:54749",true
"123.12.25.4:53926",true
"123.129.133.254:54080",true
"175.152.159.154:37263",true
"219.154.175.80:49287",true
"42.239.150.248:40181",true
"182.119.184.252:58766",true
"124.6.167.121:59386",true
"phubotnet.duckdns.org",true
"117.196.251.166:39582",true
"123.11.9.124:58571",true
"160.30.21.117",true
"222.141.190.206:54297",true
"61.163.144.38:51926",true
"163.5.63.17",true
"37.114.50.155",true
"120.61.21.191:59721",true
"112.253.131.89:48991",true
"123.14.122.203:38675",true
"222.138.78.121:37537",true
"27.202.34.13:59313",true
"182.127.114.234:58647",true
"222.137.37.63:35456",true
"77.247.88.91:58729",true
"42.234.203.152:49073",true
"123.4.237.160:59825",true
"115.49.241.203:53191",true
"175.165.132.12:60014",true
"115.48.150.192:34500",true
"117.217.199.33:49601",true
"pub-3397a52a6e374be1939805d4e86427db.r2.dev",true
"pub-3c0df975d95c450a83b3d88e3e696588.r2.dev",true
"182.123.208.138:58118",true
"pub-455c055b13d6441391396af0357f5bf0.r2.dev",true
"d3a22fjcbjuz60.cloudfront.net",true
"117.209.86.16:53462",true
"djowo569as.xyz",true
"115.49.230.21:35980",true
"cloudflare.blazing-cloud.com",true
"42.230.46.20:59443",true
"120.56.6.232:51999",true
"161.97.77.188",true
"45.153.203.8",true
"185.229.66.57",true
"209.141.43.46",true
"104.164.110.7",true
"graceparkhawthornclub.com",true
"boxwoodrenovations.com",true
"193.203.162.72:81",true
"alina-quintana.com",true
"play-the-play-lp.com",true
"59.95.86.21:54084",true
"117.196.160.207:51947",true
"115.63.49.117:33394",true
"117.209.83.112:50906",true
"117.200.239.51:49427",true
"175.174.46.114:58623",true
"61.3.134.211:33504",true
"219.155.211.19:42572",true
"175.152.37.194:34781",true
"117.200.205.53:52755",true
"219.155.201.71:58041",true
"27.215.102.163:43902",true
"222.134.175.200:53440",true
"115.49.5.66:49907",true
"113.224.80.232:43633",true
"42.57.190.131:53892",true
"42.236.221.126:41676",true
"125.43.33.108:46886",true
"42.235.180.205:47645",true
"180.191.59.227:43037",true
"115.50.17.123:59962",true
"182.120.13.158:35615",true
"125.40.52.232:54119",true
"221.15.198.45:38605",true
"182.119.1.152:46751",true
"60.23.238.95:47439",true
"113.228.61.90:50530",true
"113.236.150.108:46146",true
"182.127.39.12:41084",true
"27.215.215.232:37082",true
"115.50.45.168:48016",true
"119.180.104.64:56912",true
"182.124.187.34:59564",true
"42.227.217.213:60797",true
"120.61.1.50:36667",true
"175.165.142.147:60014",true
"42.232.49.101:51777",true
"117.216.185.51:44323",true
"182.124.169.11:37501",true
"125.45.60.102:47620",true
"219.157.179.234:44052",true
"119.115.162.241:33302",true
"175.165.110.103:45941",true
"115.58.90.246:51698",true
"61.52.210.157:58505",true
"42.224.27.201:54228",true
"106.40.241.59:57027",true
"42.229.233.115:57822",true
"115.49.203.191:53794",true
"110.178.41.217:49919",true
"125.44.192.58:52996",true
"112.248.114.112:44957",true
"113.236.124.184:60939",true
"117.231.159.243:34057",true
"88.199.196.66:42846",true
"59.184.254.17:40438",true
"59.182.85.162:59942",true
"115.55.29.97:48686",true
"222.139.121.37:39213",true
"42.235.185.176:46866",true
"123.4.184.78:35201",true
"61.53.82.7:43250",true
"112.247.105.79:55759",true
"117.244.76.154:36747",true
"113.224.140.100:54211",true
"117.209.25.117:40766",true
"222.185.18.53:49904",true
"112.225.226.100:36883",true
"113.237.104.87:33008",true
"115.55.201.4:51923",true
"115.55.128.190:39085",true
"stioman.com",true
"175.149.81.10:54481",true
"115.48.1.16:46605",true
"42.229.222.141:34536",true
"117.248.253.105:59116",true
"182.127.127.152:46322",true
"projectgroup.infinityfreeapp.com",true
"www.technoproject.it",true
"116.139.111.126:52157",true
"kahraba4u.com",true
"www.malteseagriculture.com",true
"www.sbsbiz.com.my",true
"yorja.org",true
"222.137.206.39:48037",true
"59.182.217.222:56271",true
"27.220.242.247:42179",true
"saipem-project.cloud",true
"saipem-files.cloud",true
"saipem-projects.cloud",true
"aramco-files.cloud",true
"lctechengineering.com",true
"petrofac-files.cloud",true
"yumeenterprises.com",true
"yourstock24.com",true
"youredoinggreat.today",true
"119.118.48.73:40693",true
"123.13.77.5:42462",true
"222.137.239.102:55744",true
"222.138.78.38:35569",true
"61.53.93.116:53635",true
"61.163.128.72:59000",true
"117.209.119.15:44957",true
"93.157.253.209:39314",true
"112.248.191.23:44320",true
"117.209.17.80:47127",true
"182.114.196.71:41487",true
"42.6.184.142:53050",true
"42.225.203.227:45936",true
"182.124.144.127:36150",true
"61.52.2.131:57837",true
"42.224.136.47:33345",true
"182.127.37.30:35733",true
"42.227.204.203:36956",true
"shopmeyxc.pro",true
"176.65.150.49",true
"123.133.222.192:54555",true
"117.211.40.152:49374",true
"117.205.165.239:34493",true
"42.180.143.145:37854",true
"125.47.92.249:42604",true
"61.0.107.0:58217",true
"182.121.93.48:57729",true
"182.114.253.151:47771",true
"113.239.122.71:59019",true
"61.53.117.123:52770",true
"182.117.12.110:58329",true
"125.41.173.255:33867",true
"182.121.13.123:50189",true
"154.208.50.70:60514",true
"115.48.39.176:55662",true
"117.209.86.59:43616",true
"113.236.249.144:34868",true
"222.138.177.234:36593",true
"115.58.10.225:41319",true
"221.15.95.89:37326",true
"219.155.27.17:45878",true
"115.54.117.229:54996",true
"182.121.92.123:52060",true
"112.238.16.91:53479",true
"139.99.115.205",true
"j-bookmarks-annie-possess.trycloudflare.com",true
"66.63.187.20:8000",true
"125.43.227.71:54650",true
"115.50.177.55:60019",true
"117.213.244.32:50971",true
"42.233.136.216:39487",true
"42.225.242.51:34835",true
"42.178.168.95:51915",true
"42.55.28.228:54578",true
"42.228.216.40:46105",true
"39.81.91.215:50297",true
"112.249.68.120:57126",true
"115.52.28.142:38027",true
"117.196.162.66:59007",true
"31.135.249.24:50366",true
"189.1.243.105:4444",true
"113.44.89.87:8888",true
"47.237.120.206",true
"139.224.135.193",true
"101.35.95.220:21082",true
"118.25.85.198:8899",true
"154.3.35.65:8081",true
"42.193.4.115:6667",true
"45.204.211.239",true
"106.14.8.189",true
"118.24.117.221:8080",true
"1.12.236.84:18080",true
"1.13.187.97:8089",true
"106.14.8.189:443",true
"1.94.183.238:443",true
"196.216.56.126:31424",true
"5.237.205.207:53662",true
"176.65.13.159:18082",true
"59.30.12.254:38009",true
"103.212.128.174:1697",true
"94.154.83.4:1344",true
"123.173.109.151:6379",true
"149.87.85.67:12837",true
"79.164.59.175:57916",true
"45.236.116.198:23704",true
"92.50.136.42:34226",true
"93.117.30.209:3601",true
"203.223.40.150:51244",true
"124.248.179.137:11752",true
"78.157.28.27:8497",true
"211.184.58.163:33310",true
"59.7.131.145:23251",true
"121.152.84.56:52066",true
"221.152.81.125:18153",true
"175.204.26.43:10630",true
"85.204.209.133:3390",true
"41.146.77.114:8081",true
"42.119.96.237",true
"171.241.179.196:37779",true
"183.80.63.134:8080",true
"120.157.91.145:85",true
"117.242.204.68:2000",true
"94.44.6.234:8080",true
"82.102.165.35:802",true
"41.146.77.114:8082",true
"45.122.246.215:8989",true
"14.175.28.134:10004",true
"101.168.12.137:85",true
"87.75.67.194:2280",true
"83.224.134.49",true
"92.40.118.31:8001",true
"83.224.157.95",true
"81.151.50.144:65004",true
"178.50.52.30:9301",true
"88.18.184.77:91",true
"185.234.173.93:8081",true
"83.224.129.47",true
"42.235.188.168:60864",true
"125.41.93.83:53112",true
"124.162.69.54:50117",true
"124.234.219.221:49511",true
"125.40.1.140:58067",true
"lpdesigns.uk",true
"xnhauvietnam.vietnamddns.com",true
"bedoueroom.top",true
"as5yo.top",true
"zerolendnow.top",true
"117.209.12.18:40766",true
"172.252.71.127",true
"apexservices.duckdns.org",true
"172.94.96.203",true
"115.55.54.129:44669",true
"179.61.253.86",true
"200.59.88.126:47407",true
"103.163.118.122",true
"59.92.68.138:35073",true
"221.1.148.63:41724",true
"42.5.56.145:43601",true
"42.227.201.118:52017",true
"addicted.lovestoblog.com",true
"kavacanada.ca",true
"104.243.40.138",true
"bambionfleek.com",true
"209.54.102.151",true
"209.54.101.166",true
"107.174.42.85",true
"malteseagriculture.com",true
"64thservu.neocities.org",true
"115.50.81.143:35568",true
"42.179.12.82:52451",true
"202.71.14.226",true
"1.70.14.107:55428",true
"123.148.231.74:41343",true
"115.52.20.7:46813",true
"219.157.59.62:56886",true
"117.209.0.100:42272",true
"125.47.91.29:60709",true
"nimbusvaults.com",true
"77.79.160.210:58677",true
"122.151.4.235:43193",true
"182.119.57.106:59187",true
"172.245.93.122",true
"confeccionescoinffaa.cl",true
"172.235.51.38",true
"77.247.88.77:56078",true
"42.231.55.153:46458",true
"117.241.52.185:50473",true
"42.87.44.246:60860",true
"115.204.98.55:40323",true
"182.121.245.46:32768",true
"arjen.top",true
"115.48.151.198:40437",true
"221.214.158.198:46741",true
"176.46.152.39",true
"222.138.138.230:36647",true
"124.95.24.4:41841",true
"115.57.69.183:54466",true
"175.147.229.169:55997",true
"61.137.150.60:42482",true
"219.157.54.116:47857",true
"42.232.176.128:49607",true
"222.127.54.84:55049",true
"219.155.83.51:41806",true
"42.177.21.164:48973",true
"39.77.70.70:44736",true
"42.230.36.98:41405",true
"182.127.36.39:41447",true
"89.67.28.49:57423",true
"182.117.43.146:33121",true
"117.209.92.86:57439",true
"182.116.35.76:49418",true
"mistlatch.click",true
"125.106.28.169:43189",true
"42.235.178.201:35867",true
"59.97.177.61:48923",true
"123.190.27.252:47035",true
"59.97.253.52:59102",true
"59.184.253.136:57219",true
"221.202.220.131:55929",true
"219.154.26.243:44679",true
"42.230.155.246:36294",true
"182.114.196.158:42817",true
"117.209.122.129:44957",true
"42.52.111.178:39285",true
"115.59.238.232:45191",true
"185.216.68.35",true
"182.112.46.190:53404",true
"117.216.53.10:39502",true
"221.15.163.206:53127",true
"219.157.63.150:40182",true
"219.137.202.248:47513",true
"youreternity.org",true
"42.234.211.92:54538",true
"zrselecttravel.com",true
"yourhandymanmn.com",true
"31.56.39.58:8080",true
"196.251.118.167",true
"verdicheck2.mosco.cc",true
"152.42.179.215:5566",true
"59.93.129.245:34114",true
"115.61.116.74:34027",true
"42.59.236.3:55565",true
"125.41.7.219:34987",true
"123.9.22.89:39868",true
"175.174.11.8:51742",true
"117.199.77.182:49955",true
"117.213.187.88:36061",true
"192.24.206.1:3850",true
"182.120.4.214:41096",true
"42.232.237.141:46169",true
"1.181.227.183:41299",true
"61.52.168.247:50629",true
"115.53.242.2:46439",true
"27.37.61.165:38495",true
"42.57.221.195:51163",true
"42.228.220.92:37068",true
"27.216.173.236:59613",true
"113.237.69.59:55587",true
"123.190.21.107:39899",true
"175.175.54.46:58639",true
"60.23.158.245:57861",true
"222.141.189.186:54297",true
